,genre,track_count,index,track_popularity,danceability,energy,instrumentalness,liveness,speechiness,loudness,tempo,valence
dance_pop,dance pop,657,dance_pop,70.31963470319634,0.6999269406392694,0.7203987823439879,0.010812319923896498,0.17819467275494674,0.09862024353120243,-5.317409436834095,118.12849162861491,0.5972788432267884
pop,pop,1048,pop,73.94656488549619,0.6604122137404581,0.6883553435114503,0.00979312572519084,0.16988072519083966,0.08791202290076336,-5.604814885496182,119.87255820610687,0.5299243320610687
alternative_metal,alternative metal,76,alternative_metal,73.53947368421052,0.5215789473684209,0.8244605263157896,0.004594347368421054,0.19627500000000003,0.05052368421052631,-5.041421052631579,125.09173684210523,0.4897342105263159
modern_rock,modern rock,145,modern_rock,76.51724137931035,0.5474689655172414,0.7590413793103449,0.020961245586206895,0.18501034482758622,0.060381379310344825,-5.482641379310344,123.76428275862067,0.5094620689655174
pop_punk,pop punk,34,pop_punk,71.73529411764706,0.5476470588235294,0.8192058823529412,7.013617647058823e-05,0.20668235294117646,0.06666470588235293,-4.601852941176471,130.3170294117647,0.5697058823529413
punk,punk,11,punk,78.36363636363636,0.4715454545454545,0.7988181818181818,1.0389090909090909e-05,0.21078181818181818,0.05508181818181817,-5.097545454545455,151.12354545454548,0.6151818181818182
rock,rock,138,rock,76.3623188405797,0.5586304347826088,0.7830942028985508,0.021857158913043476,0.1940195652173913,0.06574927536231884,-5.26054347826087,124.65665942028984,0.5372304347826087
socal_pop_punk,socal pop punk,3,socal_pop_punk,80.66666666666667,0.46900000000000003,0.8426666666666667,2.0933333333333333e-06,0.2981666666666667,0.05253333333333333,-5.457333333333334,128.286,0.626
contemporary_country,contemporary country,37,contemporary_country,70.37837837837837,0.580864864864865,0.6655405405405407,1.1136756756756756e-05,0.1534891891891892,0.041924324324324316,-5.789891891891893,128.83905405405406,0.5235135135135136
country,country,38,country,69.42105263157895,0.5754210526315788,0.6621315789473684,1.0556842105263158e-05,0.1604131578947368,0.03998421052631579,-5.837763157894736,129.1721052631579,0.545842105263158
country_dawn,country dawn,12,country_dawn,67.08333333333333,0.56875,0.62975,2.478333333333333e-05,0.14945833333333333,0.03526666666666667,-6.486999999999999,126.89616666666667,0.4515833333333333
country_road,country road,33,country_road,69.39393939393939,0.569060606060606,0.6695454545454546,1.1683636363636363e-05,0.15613939393939394,0.04079393939393939,-5.860363636363636,129.07627272727274,0.5292424242424243
glam_metal,glam metal,2,glam_metal,76.5,0.49650000000000005,0.8795,9.105e-06,0.3145,0.0615,-4.6385000000000005,124.11350000000002,0.583
boy_band,boy band,58,boy_band,67.56896551724138,0.609051724137931,0.6872241379310345,2.3758793103448277e-05,0.14661896551724138,0.06587068965517241,-5.403931034482759,121.32477586206895,0.5635
contemporary_r&b,contemporary r&b,83,contemporary_r&b,65.87951807228916,0.7007349397590361,0.6378674698795181,0.0001674353012048193,0.14725301204819277,0.12809277108433736,-5.953722891566265,114.06651807228917,0.6037951807228916
dirty_south_rap,dirty south rap,106,dirty_south_rap,66.51886792452831,0.7504622641509433,0.6693962264150942,0.001308421320754717,0.1889679245283019,0.1808433962264151,-6.050566037735848,119.04543396226414,0.590227358490566
hip_pop,hip pop,146,hip_pop,66.66438356164383,0.7366369863013699,0.6768013698630138,0.014532668424657533,0.17280616438356164,0.155163698630137,-5.6817534246575345,114.82113698630135,0.6243397260273973
r&b,r&b,300,r&b,69.25333333333333,0.6952,0.6483599999999999,0.005278239333333333,0.172985,0.130361,-5.97971,114.85923666666667,0.558694
urban_contemporary,urban contemporary,279,urban_contemporary,68.85304659498208,0.7054802867383513,0.655931899641577,0.007149368136200717,0.17279964157706093,0.12690143369175627,-5.890254480286738,114.19929749103943,0.582473835125448
detroit_hip_hop,detroit hip hop,38,detroit_hip_hop,75.76315789473684,0.7482631578947369,0.7704473684210527,3.9986578947368426e-05,0.19053684210526314,0.21643947368421054,-4.344184210526315,117.48455263157894,0.5546105263157896
hip_hop,hip hop,353,hip_hop,72.56373937677054,0.7279915014164305,0.6743739376770538,0.004471594305949008,0.18448101983002835,0.18048923512747878,-5.825977337110482,118.38479603399433,0.5335393767705383
rap,rap,475,rap,73.40631578947368,0.7236884210526318,0.6685494736842105,0.003708051705263158,0.18295705263157896,0.17150168421052633,-5.8002863157894735,119.22820000000002,0.5218366315789473
dance_rock,dance rock,22,dance_rock,68.31818181818181,0.6009545454545454,0.7785,0.008246263636363637,0.2166181818181818,0.05558636363636364,-5.396954545454545,122.14268181818183,0.6624545454545454
europop,europop,37,europop,62.513513513513516,0.6654864864864866,0.7454864864864864,0.022086090000000003,0.17696486486486485,0.04735405405405406,-6.08454054054054,122.35059459459457,0.6762432432432433
girl_group,girl group,39,girl_group,65.51282051282051,0.7162820512820512,0.7258974358974359,0.006776510256410257,0.17689487179487182,0.10343076923076924,-4.969794871794872,113.51425641025642,0.6269230769230769
permanent_wave,permanent wave,72,permanent_wave,76.04166666666667,0.5260694444444445,0.7371527777777778,0.031012471805555553,0.185275,0.04856805555555556,-5.555208333333334,123.72681944444444,0.46167361111111105
nu_metal,nu metal,46,nu_metal,74.26086956521739,0.5436739130434782,0.8104782608695651,0.007539732173913043,0.1948173913043478,0.05133695652173913,-5.193347826086956,119.47358695652176,0.4591913043478261
post-grunge,post-grunge,81,post-grunge,72.28395061728395,0.5283333333333333,0.8142716049382717,0.004189793086419753,0.19742098765432098,0.049061728395061725,-5.045320987654321,126.49465432098765,0.5056888888888889
rap_metal,rap metal,16,rap_metal,77.875,0.5520625,0.834,0.0204563525,0.24134375,0.0649875,-4.99575,110.4333125,0.44958125
alternative_rock,alternative rock,33,alternative_rock,75.60606060606061,0.545121212121212,0.7929696969696971,0.034902683030303035,0.18456363636363637,0.06303333333333333,-5.411181818181818,120.89754545454547,0.5510303030303031
funk_metal,funk metal,18,funk_metal,76.94444444444444,0.5804444444444443,0.8372777777777778,0.019538449444444446,0.20767222222222223,0.05632777777777778,-4.611388888888889,104.5901111111111,0.6076277777777778
funk_rock,funk rock,7,funk_rock,80.28571428571429,0.5482857142857143,0.8631428571428572,0.004254012857142857,0.1695142857142857,0.05265714285714286,-4.220285714285714,104.96942857142857,0.5938571428571429
g_funk,g funk,21,g_funk,71.76190476190476,0.7628571428571428,0.7235238095238093,9.090285714285713e-05,0.14950952380952381,0.1717238095238095,-4.723904761904761,116.66280952380951,0.5276666666666667
gangster_rap,gangster rap,139,gangster_rap,69.59712230215827,0.7255035971223022,0.6976690647482015,0.00012230201438848923,0.18581438848920862,0.18252805755395685,-5.489165467625899,117.24219424460429,0.5710978417266187
west_coast_rap,west coast rap,40,west_coast_rap,72.875,0.76995,0.68065,6.756024999999999e-05,0.15921250000000003,0.18039,-5.34675,119.34412499999999,0.515875
pop_rap,pop rap,379,pop_rap,71.96569920844327,0.7212770448548813,0.685131926121372,0.0032345660949868074,0.19144063324538255,0.16770448548812664,-5.759588390501319,117.30906860158312,0.5613963060686016
pop_rock,pop rock,78,pop_rock,70.1025641025641,0.5773974358974361,0.7520256410256411,0.00029600064102564103,0.18983205128205127,0.04435384615384616,-5.280448717948718,119.18320512820515,0.5485846153846154
disco_house,disco house,9,disco_house,69.0,0.7622222222222221,0.8633333333333333,0.07510324444444444,0.1275111111111111,0.08355555555555555,-5.115777777777778,126.04133333333334,0.7312222222222222
filter_house,filter house,13,filter_house,75.46153846153847,0.7359230769230769,0.7489999999999999,0.004545982307692308,0.17685384615384614,0.11506923076923077,-6.185615384615384,130.60515384615385,0.6832307692307693
eurodance,eurodance,22,eurodance,66.77272727272727,0.6639090909090908,0.8833636363636362,0.14386926363636368,0.19477727272727277,0.06844545454545455,-6.517090909090911,135.94581818181817,0.6131363636363637
blues_rock,blues rock,5,blues_rock,68.0,0.64,0.7428,0.024032599999999998,0.15432,0.07544000000000001,-5.308400000000001,127.47359999999999,0.6024
classic_rock,classic rock,7,classic_rock,67.71428571428571,0.5641428571428571,0.6868571428571429,0.00031175714285714285,0.15051428571428568,0.06621428571428571,-5.547714285714286,140.21200000000002,0.5695714285714286
mexican_classic_rock,mexican classic rock,4,mexican_classic_rock,63.5,0.61425,0.817,0.00054075,0.10865,0.077225,-4.68375,128.44299999999998,0.6835
italo_dance,italo dance,4,italo_dance,71.0,0.70425,0.8702500000000001,0.08690775,0.27337500000000003,0.061200000000000004,-6.5794999999999995,130.48024999999998,0.67275
east_coast_hip_hop,east coast hip hop,74,east_coast_hip_hop,67.95945945945945,0.7297702702702703,0.7299189189189189,0.0002494345945945946,0.19119594594594594,0.22308108108108107,-5.138256756756757,109.5780945945946,0.6272702702702703
hardcore_hip_hop,hardcore hip hop,24,hardcore_hip_hop,67.375,0.7320833333333333,0.741,4.684958333333333e-05,0.19571666666666668,0.22456666666666666,-4.742041666666666,109.70879166666667,0.6134583333333333
british_soul,british soul,41,british_soul,71.21951219512195,0.5790731707317074,0.6267073170731707,0.006197610487804879,0.14935365853658536,0.048031707317073166,-6.853341463414633,115.87770731707315,0.5154926829268293
talent_show,talent show,80,talent_show,67.325,0.6271000000000001,0.7214875000000001,0.001382961375,0.15711000000000003,0.04715125,-5.4012,118.96129999999998,0.5662812500000001
finnish_edm,finnish edm,1,finnish_edm,72.0,0.528,0.965,0.985,0.0797,0.0465,-7.984,136.065,0.587
celtic_rock,celtic rock,6,celtic_rock,69.33333333333333,0.5248333333333334,0.7549999999999999,1.1333333333333334e-05,0.13826666666666668,0.0394,-5.091666666666668,124.41516666666668,0.5321666666666667
st_louis_rap,st louis rap,12,st_louis_rap,68.5,0.7316666666666666,0.6359166666666668,1.4188333333333333e-05,0.16195,0.14907499999999999,-6.838583333333332,127.72841666666666,0.6570833333333334
adult_standards,adult standards,6,adult_standards,70.83333333333333,0.6591666666666667,0.6835000000000001,5.588333333333335e-06,0.13336666666666666,0.03353333333333333,-5.407333333333334,127.68516666666666,0.6811666666666666
british_invasion,british invasion,1,british_invasion,68.0,0.801,0.876,1.38e-05,0.104,0.0446,-3.94,122.979,0.932
deep_house,deep house,5,deep_house,72.2,0.7356,0.764,0.002024246,0.20242,0.08227999999999999,-6.3870000000000005,123.3142,0.7084000000000001
vocal_house,vocal house,7,vocal_house,65.57142857142857,0.7407142857142857,0.8745714285714286,0.09499645714285712,0.1644142857142857,0.08159999999999999,-5.9275714285714285,125.1752857142857,0.6952857142857143
bahamian_pop,bahamian pop,1,bahamian_pop,68.0,0.869,0.887,0.0,0.148,0.0993,-4.505,129.221,0.784
irish_rock,irish rock,8,irish_rock,70.75,0.5225,0.75625,0.0635854875,0.153525,0.0435,-4.747,129.24124999999998,0.428875
nan,nan,9,nan,63.888888888888886,0.6754444444444445,0.7983333333333333,0.09532603888888888,0.14366666666666666,0.048277777777777774,-5.712,125.82900000000001,0.49666666666666665
grunge,grunge,2,grunge,72.5,0.5775,0.6719999999999999,0.0001105,0.13885,0.0287,-6.7595,103.4175,0.399
industrial_metal,industrial metal,2,industrial_metal,63.5,0.589,0.863,0.000114175,0.23299999999999998,0.0694,-6.221,120.50200000000001,0.39649999999999996
gospel,gospel,1,gospel,64.0,0.779,0.834,0.0,0.0886,0.162,-2.773,100.46,0.8
gospel_r&b,gospel r&b,1,gospel_r&b,64.0,0.779,0.834,0.0,0.0886,0.162,-2.773,100.46,0.8
neo_mellow,neo mellow,91,neo_mellow,70.46153846153847,0.5660439560439561,0.6552912087912088,0.0030694374725274724,0.17468021978021978,0.04434835164835165,-6.537164835164835,119.78725274725277,0.48244505494505496
canadian_pop,canadian pop,137,canadian_pop,77.26277372262774,0.6565328467153284,0.6668941605839416,0.006665881751824819,0.16748686131386864,0.1099014598540146,-6.05287591240876,124.82789051094889,0.495531386861314
bubblegum_dance,bubblegum dance,3,bubblegum_dance,60.666666666666664,0.709,0.86,0.0036799999999999997,0.17149999999999999,0.0351,-5.448333333333333,123.49399999999999,0.7783333333333333
latin_pop,latin pop,29,latin_pop,72.79310344827586,0.7294137931034483,0.7698275862068966,0.001474476896551724,0.15938275862068965,0.09563793103448276,-4.818620689655171,130.23910344827584,0.6776551724137931
mexican_pop,mexican pop,12,mexican_pop,67.33333333333333,0.7055000000000001,0.8355833333333332,0.00020335583333333334,0.158125,0.06303333333333333,-4.2789166666666665,113.90258333333334,0.7213333333333334
puerto_rican_pop,puerto rican pop,15,puerto_rican_pop,75.53333333333333,0.7588000000000001,0.7712666666666668,0.00026408333333333335,0.15743333333333337,0.14235333333333333,-4.4594,116.84406666666668,0.67
classic_schlager,classic schlager,1,classic_schlager,59.0,0.666,0.968,0.0,0.347,0.046,-3.196,135.099,0.834
oktoberfest,oktoberfest,1,oktoberfest,59.0,0.666,0.968,0.0,0.347,0.046,-3.196,135.099,0.834
schlager,schlager,1,schlager,59.0,0.666,0.968,0.0,0.347,0.046,-3.196,135.099,0.834
new_wave_pop,new wave pop,11,new_wave_pop,63.90909090909091,0.6741818181818181,0.6575454545454544,0.08764536818181817,0.1174818181818182,0.03697272727272727,-6.819181818181819,128.8039090909091,0.7002727272727273
italian_adult_pop,italian adult pop,1,italian_adult_pop,59.0,0.745,0.958,0.324,0.533,0.0287,-9.664,129.962,0.96
slap_house,slap house,23,slap_house,77.08695652173913,0.7683043478260869,0.6635652173913043,0.015297546086956524,0.15446521739130437,0.0985434782608696,-5.856130434782608,127.97234782608692,0.45232608695652166
atl_hip_hop,atl hip hop,135,atl_hip_hop,71.4888888888889,0.7390222222222222,0.6521333333333335,0.0037175843703703697,0.17678222222222223,0.1639437037037037,-5.8366,121.582362962963,0.5320577777777777
afrofuturism,afrofuturism,5,afrofuturism,71.6,0.6058,0.6118,5.7799999999999995e-05,0.10344,0.05461999999999999,-6.590000000000001,124.25720000000001,0.5149999999999999
alternative_r&b,alternative r&b,7,alternative_r&b,70.42857142857143,0.6675714285714286,0.6167142857142858,3.497142857142857e-05,0.14677142857142855,0.14871428571428572,-5.815142857142858,116.37171428571426,0.4645714285714286
neo_soul,neo soul,64,neo_soul,68.578125,0.66628125,0.629828125,0.015113132500000001,0.16231406250000002,0.1306875,-6.915906250000001,113.3043125,0.5658906250000001
crunk,crunk,34,crunk,66.3529411764706,0.7905000000000001,0.6370294117647058,0.0038379555882352943,0.16640882352941178,0.1924176470588235,-6.251705882352941,113.53511764705884,0.5929558823529412
new_orleans_rap,new orleans rap,28,new_orleans_rap,69.0,0.6690357142857143,0.6821071428571429,0.0002269742857142857,0.2199035714285714,0.19497142857142857,-5.5951071428571435,128.8469642857143,0.5544857142857144
modern_salsa,modern salsa,1,modern_salsa,58.0,0.578,0.894,2.66e-06,0.216,0.0296,-5.42,165.98,0.741
salsa,salsa,1,salsa,58.0,0.578,0.894,2.66e-06,0.216,0.0296,-5.42,165.98,0.741
tropical,tropical,1,tropical,58.0,0.578,0.894,2.66e-06,0.216,0.0296,-5.42,165.98,0.741
minneapolis_sound,minneapolis sound,1,minneapolis_sound,57.0,0.829,0.652,0.0,0.0812,0.108,-8.693,99.581,0.726
new_jack_swing,new jack swing,6,new_jack_swing,59.833333333333336,0.7158333333333333,0.5316666666666666,0.0003105516666666667,0.11053333333333332,0.07731666666666667,-9.047833333333335,114.41716666666667,0.5741666666666666
british_alternative_rock,british alternative rock,1,british_alternative_rock,56.0,0.632,0.856,0.0,0.35,0.0358,-3.453,119.404,0.843
trance,trance,6,trance,68.16666666666667,0.672,0.7755,0.08739231666666668,0.10561666666666668,0.06938333333333334,-5.8503333333333325,124.49016666666667,0.42183333333333334
canadian_singer-songwriter,canadian singer-songwriter,2,canadian_singer-songwriter,58.5,0.5785,0.77,0.252001415,0.29395,0.0359,-7.531499999999999,115.9845,0.525
classic_canadian_rock,classic canadian rock,1,classic_canadian_rock,56.0,0.644,0.72,0.504,0.0839,0.0419,-9.635,132.017,0.53
heartland_rock,heartland rock,1,heartland_rock,56.0,0.644,0.72,0.504,0.0839,0.0419,-9.635,132.017,0.53
mellow_gold,mellow gold,5,mellow_gold,70.8,0.6759999999999999,0.6007999999999999,0.10080881800000001,0.15358,0.04018,-6.755,122.68379999999999,0.5862
soft_rock,soft rock,4,soft_rock,58.75,0.6035,0.67275,0.1835,0.2392,0.040525,-7.542000000000001,108.3415,0.601
sophisti-pop,sophisti-pop,3,sophisti-pop,59.666666666666664,0.59,0.6569999999999999,0.07666666666666667,0.29096666666666665,0.04006666666666667,-6.844333333333334,100.44966666666666,0.6246666666666667
moroccan_pop,moroccan pop,1,moroccan_pop,56.0,0.577,0.654,0.0,0.114,0.0321,-7.9,111.993,0.13
rai,rai,1,rai,56.0,0.577,0.654,0.0,0.114,0.0321,-7.9,111.993,0.13
reggae_maghreb,reggae maghreb,1,reggae_maghreb,56.0,0.577,0.654,0.0,0.114,0.0321,-7.9,111.993,0.13
reggae_fusion,reggae fusion,10,reggae_fusion,71.4,0.6905000000000001,0.7765000000000001,2.2427e-05,0.19771999999999998,0.08112,-4.5715,112.27440000000001,0.7171
lilith,lilith,14,lilith,68.28571428571429,0.6328571428571428,0.7404285714285714,0.0002454207142857143,0.18662142857142855,0.053857142857142874,-5.727857142857141,106.71821428571427,0.6122857142857142
australian_dance,australian dance,17,australian_dance,70.41176470588235,0.5891764705882352,0.7406470588235293,0.10082084999999999,0.10865294117647059,0.07492941176470588,-5.4676470588235295,131.9039411764706,0.5324176470588236
australian_pop,australian pop,23,australian_pop,70.21739130434783,0.6111739130434782,0.7074347826086955,0.08537912260869565,0.1257086956521739,0.1002304347826087,-5.873217391304348,127.78986956521739,0.49996086956521735
southern_hip_hop,southern hip hop,184,southern_hip_hop,69.89673913043478,0.7272282608695653,0.6730217391304348,0.0024624592391304344,0.1907711956521739,0.17600326086956522,-5.821141304347826,117.18188586956522,0.5543027173913043
trap_queen,trap queen,17,trap_queen,67.88235294117646,0.8206470588235294,0.7181176470588234,0.00011614647058823529,0.1864705882352941,0.18897647058823527,-5.042294117647058,109.03000000000002,0.5986470588235294
canadian_latin,canadian latin,6,canadian_latin,77.66666666666667,0.7771666666666666,0.7706666666666667,0.00039726499999999994,0.1758666666666667,0.07080000000000002,-5.412499999999999,124.08133333333332,0.757
colombian_pop,colombian pop,18,colombian_pop,81.38888888888889,0.7663888888888889,0.6825555555555556,0.0022763816666666664,0.14765,0.0950888888888889,-5.676555555555556,118.21188888888888,0.6414444444444444
emo,emo,9,emo,80.0,0.476,0.8859999999999999,1.2591111111111111e-05,0.1610111111111111,0.0769,-4.101333333333333,147.77955555555556,0.5712222222222222
modern_power_pop,modern power pop,3,modern_power_pop,79.0,0.6633333333333334,0.8273333333333334,0.0008366666666666667,0.18366666666666667,0.051333333333333335,-5.149666666666666,121.55966666666666,0.7683333333333334
neon_pop_punk,neon pop punk,20,neon_pop_punk,69.1,0.5588,0.8042,8.72945e-05,0.22014500000000004,0.05609000000000001,-4.5951,128.40859999999998,0.5640000000000001
canadian_rock,canadian rock,13,canadian_rock,72.07692307692308,0.5152307692307693,0.8621538461538462,0.00016014615384615384,0.17201538461538463,0.039099999999999996,-4.560384615384614,135.81192307692308,0.541923076923077
old_school_atlanta_hip_hop,old school atlanta hip hop,35,old_school_atlanta_hip_hop,67.34285714285714,0.7572000000000001,0.6839999999999999,0.0037504457142857146,0.16203142857142855,0.20580571428571426,-6.070428571428572,116.08777142857143,0.5329
electro,electro,8,electro,80.5,0.68975,0.739125,0.00014877249999999999,0.15576250000000003,0.1438375,-6.465999999999999,131.675875,0.5427500000000001
barbadian_pop,barbadian pop,41,barbadian_pop,77.02439024390245,0.6524390243902439,0.6917560975609757,0.0070122668292682926,0.13955121951219512,0.10040731707317073,-5.2999024390243905,123.57363414634148,0.5333414634146342
canadian_pop_punk,canadian pop punk,2,canadian_pop_punk,76.5,0.485,0.879,0.0,0.06285,0.09625,-5.545,156.2755,0.696
canadian_punk,canadian punk,2,canadian_punk,76.5,0.485,0.879,0.0,0.06285,0.09625,-5.545,156.2755,0.696
philly_rap,philly rap,9,philly_rap,70.77777777777777,0.798,0.7042222222222223,2.711111111111111e-06,0.13124444444444444,0.1444,-4.930555555555555,103.582,0.5634444444444444
singer-songwriter,singer-songwriter,12,singer-songwriter,68.58333333333333,0.6034166666666667,0.63175,0.008290739166666667,0.22283333333333333,0.03565833333333334,-7.172416666666667,124.40883333333333,0.5615
south_carolina_hip_hop,south carolina hip hop,18,south_carolina_hip_hop,73.33333333333333,0.7055,0.6648333333333333,3.413888888888889e-06,0.16042777777777775,0.08808333333333333,-5.224388888888888,117.52738888888888,0.6007777777777776
rap_rock,rap rock,7,rap_rock,66.28571428571429,0.6084285714285713,0.854,0.0022206957142857143,0.2055,0.08754285714285714,-4.936571428571428,105.98985714285713,0.5287142857142857
celtic,celtic,2,celtic,70.5,0.6255,0.382,0.33128,0.114,0.038149999999999996,-9.372,89.905,0.3065
middle_earth,middle earth,2,middle_earth,70.5,0.6255,0.382,0.33128,0.114,0.038149999999999996,-9.372,89.905,0.3065
operatic_pop,operatic pop,2,operatic_pop,70.5,0.6255,0.382,0.33128,0.114,0.038149999999999996,-9.372,89.905,0.3065
virginia_hip_hop,virginia hip hop,11,virginia_hip_hop,67.0,0.7760909090909092,0.658090909090909,0.011230451818181818,0.1404,0.26532727272727274,-7.317090909090909,122.329,0.6682727272727272
alternative_hip_hop,alternative hip hop,5,alternative_hip_hop,72.8,0.751,0.7263999999999999,0.017846264,0.22532000000000002,0.17244,-6.5042,138.28799999999998,0.7098000000000001
soul,soul,3,soul,70.0,0.83,0.5499999999999999,7.656333333333334e-05,0.15456666666666666,0.1414,-6.676333333333333,97.016,0.7936666666666667
britpop,britpop,7,britpop,65.28571428571429,0.43842857142857145,0.7528571428571429,0.022711871428571426,0.10567142857142856,0.038028571428571425,-4.989571428571429,140.59814285714288,0.3083571428571429
piano_rock,piano rock,28,piano_rock,73.35714285714286,0.5606428571428571,0.7135357142857144,3.732535714285714e-05,0.16181785714285715,0.058871428571428575,-5.283535714285714,124.60385714285715,0.4599107142857143
belgian_dance,belgian dance,1,belgian_dance,69.0,0.644,0.981,9.67e-05,0.11,0.0439,-6.644,140.012,0.379
belgian_pop,belgian pop,2,belgian_pop,74.5,0.7175,0.7855,0.00106335,0.0875,0.0616,-7.925,129.98149999999998,0.5465
garage_rock,garage rock,18,garage_rock,72.94444444444444,0.5485000000000001,0.7457222222222222,0.06795143888888887,0.1502611111111111,0.0717388888888889,-5.4478888888888894,119.85266666666666,0.5912222222222222
comedy_rap,comedy rap,1,comedy_rap,69.0,0.802,0.341,0.0,0.0783,0.488,-8.56,166.01,0.849
queens_hip_hop,queens hip hop,43,queens_hip_hop,69.02325581395348,0.7324883720930232,0.7266976744186046,0.00017181302325581396,0.18680232558139537,0.20253488372093026,-5.094093023255814,106.18686046511628,0.6203255813953489
candy_pop,candy pop,26,candy_pop,70.38461538461539,0.5627692307692308,0.7893076923076924,0.0017696923076923074,0.18263076923076924,0.07033846153846154,-4.341884615384616,132.53080769230766,0.5504615384615386
album_rock,album rock,1,album_rock,65.0,0.518,0.866,1.93e-05,0.246,0.0509,-4.476,117.983,0.671
hard_rock,hard rock,4,hard_rock,69.5,0.5527500000000001,0.8075,7.84e-06,0.228925,0.065975,-4.89175,124.02125,0.58
classic_house,classic house,2,classic_house,65.5,0.558,0.8275,0.11783500000000001,0.0469,0.15489999999999998,-8.303,128.3055,0.7195
miami_hip_hop,miami hip hop,45,miami_hip_hop,74.4,0.7144444444444444,0.7467333333333334,0.00037766666666666667,0.20354444444444444,0.10240444444444442,-5.138733333333334,120.88793333333332,0.6260222222222223
vocal_trance,vocal trance,1,vocal_trance,59.0,0.661,0.855,0.0185,0.199,0.0377,-8.403,123.943,0.601
classic_soul,classic soul,1,classic_soul,59.0,0.897,0.466,1.35e-06,0.0757,0.203,-9.053,100.01,0.884
motown,motown,1,motown,59.0,0.897,0.466,1.35e-06,0.0757,0.203,-9.053,100.01,0.884
northern_soul,northern soul,1,northern_soul,59.0,0.897,0.466,1.35e-06,0.0757,0.203,-9.053,100.01,0.884
quiet_storm,quiet storm,2,quiet_storm,61.0,0.73,0.43400000000000005,1.7100000000000001e-06,0.08215,0.13490000000000002,-9.7745,107.78550000000001,0.542
trap,trap,210,trap,71.81428571428572,0.7274285714285714,0.6530333333333334,0.002214428761904762,0.1869733333333333,0.16366523809523806,-5.940147619047619,120.04393333333334,0.5185985714285715
alternative_dance,alternative dance,7,alternative_dance,68.28571428571429,0.6641428571428571,0.8328571428571429,0.0039019971428571436,0.22345714285714283,0.046099999999999995,-3.809142857142857,122.77142857142859,0.6801428571428572
big_beat,big beat,5,big_beat,61.4,0.6482,0.8423999999999999,0.070798,0.19044,0.09281999999999999,-5.437800000000001,122.67640000000002,0.6454000000000001
electronica,electronica,2,electronica,60.5,0.7235,0.778,0.01166,0.2495,0.0619,-3.919,115.424,0.604
post-teen_pop,post-teen pop,86,post-teen_pop,71.09302325581395,0.6500116279069768,0.7162558139534884,0.0049931206976744184,0.15898604651162793,0.07015581395348837,-5.1823837209302335,118.1125,0.5552651162790698
dancehall,dancehall,16,dancehall,69.9375,0.747375,0.7325,1.6595e-05,0.14338125,0.1396,-4.871,105.1975,0.7119375
dancehall_queen,dancehall queen,2,dancehall_queen,68.0,0.747,0.6985,6.75e-07,0.2535,0.12009999999999998,-5.1035,112.60300000000001,0.7975
bronx_hip_hop,bronx hip hop,3,bronx_hip_hop,70.0,0.7873333333333333,0.7733333333333333,7.3e-06,0.08893333333333332,0.22393333333333332,-4.493666666666666,112.85200000000002,0.7936666666666666
contemporary_vocal_jazz,contemporary vocal jazz,1,contemporary_vocal_jazz,78.0,0.745,0.219,1.8e-05,0.0678,0.0276,-11.216,88.609,0.635
jazz_pop,jazz pop,6,jazz_pop,72.5,0.6498333333333334,0.574,6.288333333333333e-06,0.12733333333333333,0.0307,-6.62,121.95683333333334,0.6316666666666667
vocal_jazz,vocal jazz,1,vocal_jazz,78.0,0.745,0.219,1.8e-05,0.0678,0.0276,-11.216,88.609,0.635
hollywood,hollywood,5,hollywood,76.2,0.5740000000000001,0.5656000000000001,0.010901124,0.1439,0.0462,-7.9524,124.38340000000001,0.41100000000000003
new_jersey_rap,new jersey rap,4,new_jersey_rap,77.5,0.6355,0.80525,1.1675e-05,0.35285,0.2205,-4.49225,133.54075,0.5265
wu_fam,wu fam,1,wu_fam,70.0,0.64,0.889,0.0,0.339,0.322,-3.073,99.931,0.436
battle_rap,battle rap,3,battle_rap,63.666666666666664,0.7896666666666666,0.7343333333333334,2.2466666666666666e-06,0.18883333333333333,0.25533333333333336,-5.367333333333334,91.127,0.9056666666666665
harlem_hip_hop,harlem hip hop,3,harlem_hip_hop,69.33333333333333,0.7916666666666666,0.641,9.9e-07,0.29933333333333334,0.223,-5.789666666666666,91.45433333333334,0.6609999999999999
nyc_rap,nyc rap,11,nyc_rap,70.63636363636364,0.7407272727272727,0.6488181818181817,0.0006341936363636363,0.1591,0.21302727272727273,-6.190727272727273,112.0860909090909,0.5842727272727273
beatlesque,beatlesque,2,beatlesque,63.5,0.368,0.595,0.00125598,0.118,0.029150000000000002,-5.319,148.063,0.11975
madchester,madchester,2,madchester,63.5,0.368,0.595,0.00125598,0.118,0.029150000000000002,-5.319,148.063,0.11975
german_techno,german techno,9,german_techno,72.22222222222223,0.6291111111111112,0.7794444444444444,0.010384044444444443,0.21362222222222227,0.049,-4.967333333333333,127.89488888888887,0.43277777777777776
hamburg_electronic,hamburg electronic,2,hamburg_electronic,65.0,0.517,0.9215,0.0467,0.3305,0.03715,-6.7669999999999995,143.5155,0.2985
happy_hardcore,happy hardcore,2,happy_hardcore,65.0,0.517,0.9215,0.0467,0.3305,0.03715,-6.7669999999999995,143.5155,0.2985
dutch_pop,dutch pop,2,dutch_pop,66.0,0.5085,0.6739999999999999,0.0013830000000000001,0.177,0.045649999999999996,-7.464499999999999,104.9545,0.434
