,artist,track_count,index,track_popularity,danceability,energy,instrumentalness,liveness,speechiness,loudness,tempo,valence
Cherine_Tanya_Anderson,Cherine Tanya Anderson,1,Cherine_Tanya_Anderson,65.0,0.738,0.983,5.98e-06,0.183,0.0852,-4.374,92.998,0.957
Alexandra_Burke,Alexandra Burke,1,Alexandra_Burke,63.0,0.177,0.425,0.0,0.195,0.0291,-6.211,182.571,0.0942
Colby_O'Donis,Colby O'Donis,3,Colby_O'Donis,70.0,0.7786666666666666,0.7749999999999999,1.42e-05,0.15766666666666665,0.0524,-5.234,122.99466666666667,0.559
Duffy,Duffy,1,Duffy,61.0,0.793,0.859,0.000356,0.133,0.0332,-3.774,129.911,0.964
Madcon,Madcon,1,Madcon,60.0,0.715,0.796,0.0,0.0658,0.0534,-4.889,129.04,0.431
Alphabeat,Alphabeat,1,Alphabeat,60.0,0.495,0.878,9.02e-05,0.07,0.0361,-3.266,193.947,0.825
Jennifer_Hudson,Jennifer Hudson,1,Jennifer_Hudson,60.0,0.707,0.724,0.0,0.072,0.051,-3.887,108.984,0.659
Pendulum,Pendulum,1,Pendulum,59.0,0.356,0.966,0.148,0.192,0.0825,-4.13,173.992,0.215
Lady_Gaga,Lady Gaga,12,Lady_Gaga,76.16666666666667,0.715,0.7688333333333336,0.0017973725,0.19695,0.05305833333333334,-5.047166666666667,115.63741666666668,0.5917499999999999
David_Guetta,David Guetta,12,David_Guetta,70.08333333333333,0.6373333333333333,0.8030833333333334,0.0129570675,0.1702416666666667,0.075275,-4.113583333333334,127.33175,0.55525
Taylor_Swift,Taylor Swift,29,Taylor_Swift,79.86206896551724,0.6228275862068966,0.6524137931034485,0.00047273827586206903,0.12626896551724137,0.07139655172413792,-6.250689655172414,113.82696551724138,0.4809965517241379
Empire_of_the_Sun,Empire of the Sun,1,Empire_of_the_Sun,81.0,0.871,0.701,7.52e-06,0.0589,0.0458,-5.594,126.975,0.716
Jay_Sean,Jay Sean,3,Jay_Sean,77.0,0.7693333333333333,0.678,0.0,0.08839999999999999,0.04256666666666666,-4.6306666666666665,129.95633333333333,0.758
Skillet,Skillet,1,Skillet,80.0,0.64,0.957,0.0,0.0789,0.0741,-2.336,134.992,0.692
Sammie,Sammie,1,Sammie,80.0,0.758,0.712,0.0,0.0677,0.112,-3.781,149.998,0.795
Jason_Mraz,Jason Mraz,2,Jason_Mraz,76.0,0.593,0.3735,0.0,0.10615,0.042300000000000004,-9.6945,142.183,0.4255
Drake,Drake,41,Drake,77.29268292682927,0.7412439024390244,0.5979268292682927,0.002465493658536585,0.17246341463414633,0.18882195121951217,-6.889707317073171,118.06970731707318,0.473190243902439
Florence_+_The_Machine,Florence + The Machine,3,Florence_+_The_Machine,70.0,0.531,0.7726666666666667,0.0012633333333333333,0.10966666666666668,0.05079999999999999,-4.734333333333333,122.47966666666666,0.27799999999999997
Kid_Cudi,Kid Cudi,3,Kid_Cudi,73.33333333333333,0.7193333333333335,0.616,3.966666666666666e-06,0.17400000000000002,0.153,-6.676333333333333,132.6576666666667,0.5273333333333333
Justin_Bieber,Justin Bieber,24,Justin_Bieber,77.04166666666667,0.6598333333333333,0.6647916666666667,6.892666666666668e-05,0.16854166666666667,0.09635833333333332,-5.80425,121.79304166666667,0.5127083333333333
Jeremih,Jeremih,5,Jeremih,74.0,0.6962,0.5784,2.5e-06,0.10972,0.07832,-6.2097999999999995,100.3246,0.553
Pitbull,Pitbull,13,Pitbull,77.0,0.7025384615384614,0.845153846153846,7.153692307692309e-05,0.22496153846153846,0.10694615384615383,-4.455461538461538,127.23784615384615,0.706923076923077
La_Roux,La Roux,2,La_Roux,66.5,0.6515,0.9255,3.235e-05,0.095,0.0466,-1.5234999999999999,136.513,0.7935000000000001
Mumford_&_Sons,Mumford & Sons,2,Mumford_&_Sons,72.0,0.499,0.627,0.00359525,0.20124999999999998,0.0301,-6.7605,134.9595,0.474
Shinedown,Shinedown,1,Shinedown,72.0,0.46,0.796,0.0,0.106,0.0333,-4.501,100.011,0.182
3OH!3,3OH!3,4,3OH!3,67.25,0.7080000000000001,0.8107500000000001,0.00010625,0.301,0.12755,-4.165,131.9825,0.5229999999999999
Phoenix,Phoenix,1,Phoenix,71.0,0.64,0.789,0.00388,0.53,0.0359,-6.691,97.539,0.311
Jason_Derulo,Jason Derulo,14,Jason_Derulo,68.71428571428571,0.6799285714285714,0.7307142857142858,0.0,0.17622142857142856,0.11382857142857142,-5.230428571428571,112.0854285714286,0.6784999999999999
The_Temper_Trap,The Temper Trap,1,The_Temper_Trap,68.0,0.531,0.821,0.171,0.124,0.0439,-6.812,129.139,0.34
Kasabian,Kasabian,1,Kasabian,68.0,0.525,0.742,0.149,0.117,0.0311,-5.643,117.029,0.179
The_xx,The xx,2,The_xx,66.5,0.5205,0.4675,0.49215000000000003,0.1145,0.0349,-13.506499999999999,95.95,0.247
Selena_Gomez_&_The_Scene,Selena Gomez & The Scene,3,Selena_Gomez_&_The_Scene,76.0,0.715,0.8356666666666667,3.366666666666667e-07,0.09216666666666666,0.048633333333333334,-4.063666666666666,116.88,0.8470000000000001
Kevin_Rudolf,Kevin Rudolf,1,Kevin_Rudolf,67.0,0.607,0.783,0.0,0.0678,0.0397,-4.41,113.172,0.434
Cobra_Starship,Cobra Starship,2,Cobra_Starship,69.5,0.631,0.8654999999999999,3.355e-06,0.29375,0.0675,-3.33,125.9615,0.688
Leighton_Meester,Leighton Meester,1,Leighton_Meester,67.0,0.594,0.874,0.0,0.549,0.0815,-3.716,119.964,0.628
Agnes,Agnes,1,Agnes,67.0,0.621,0.923,7.28e-05,0.108,0.0321,-3.124,127.973,0.716
A.R._Rahman,A.R. Rahman,1,A.R._Rahman,66.0,0.657,0.941,0.0,0.0797,0.061,-3.919,136.202,0.879
The_Veronicas,The Veronicas,1,The_Veronicas,66.0,0.557,0.783,0.0172,0.151,0.234,-4.893,177.008,0.442
Maxwell,Maxwell,1,Maxwell,63.0,0.563,0.402,2.07e-06,0.0886,0.0668,-10.496,115.561,0.2
Jason_Aldean,Jason Aldean,3,Jason_Aldean,66.33333333333333,0.615,0.6336666666666667,6.033333333333333e-07,0.171,0.0305,-5.125666666666667,131.99133333333333,0.576
The_Prodigy,The Prodigy,1,The_Prodigy,62.0,0.545,0.953,0.117,0.281,0.0441,-5.172,140.002,0.558
JLS,JLS,1,JLS,61.0,0.884,0.919,0.0,0.0679,0.0697,-5.937,120.012,0.967
Tinchy_Stryder,Tinchy Stryder,1,Tinchy_Stryder,59.0,0.581,0.824,0.0,0.483,0.0377,-3.912,114.912,0.747
N-Dubz,N-Dubz,1,N-Dubz,59.0,0.581,0.824,0.0,0.483,0.0377,-3.912,114.912,0.747
Bruno_Mars,Bruno Mars,21,Bruno_Mars,74.52380952380952,0.7023809523809523,0.6768571428571429,7.3285714285714285e-06,0.1315761904761905,0.07573333333333332,-6.085619047619046,121.1109523809524,0.6275428571428572
Stromae,Stromae,1,Stromae,80.0,0.791,0.59,0.00203,0.065,0.0793,-9.206,119.951,0.714
Kesha,Kesha,9,Kesha,73.88888888888889,0.7250000000000001,0.7842222222222222,0.00039295555555555556,0.1991777777777778,0.07646666666666666,-4.099333333333334,124.56677777777779,0.7344444444444445
Taio_Cruz,Taio Cruz,2,Taio_Cruz,75.0,0.679,0.8585,0.0,0.06344999999999999,0.05865,-3.9705,120.9925,0.692
Don_Omar,Don Omar,1,Don_Omar,81.0,0.4,0.915,0.0,0.0503,0.28,-4.89,88.917,0.878
Lucenzo,Lucenzo,1,Lucenzo,81.0,0.4,0.915,0.0,0.0503,0.28,-4.89,88.917,0.878
Owl_City,Owl City,2,Owl_City,79.5,0.536,0.767,3.49e-06,0.2445,0.09195,-5.5329999999999995,153.082,0.577
B.o.B,B.o.B,5,B.o.B,70.6,0.639,0.8766,6.12e-07,0.19319999999999998,0.16605999999999999,-4.6346,108.0026,0.6365999999999999
Mike_Posner,Mike Posner,2,Mike_Posner,80.0,0.716,0.7669999999999999,4.21e-06,0.38665,0.07919999999999999,-5.637499999999999,115.967,0.6675
Gigamesh,Gigamesh,1,Gigamesh,78.0,0.768,0.82,0.0,0.689,0.0474,-4.63,129.965,0.625
Two_Door_Cinema_Club,Two Door Cinema Club,1,Two_Door_Cinema_Club,76.0,0.563,0.739,1.45e-05,0.0822,0.0416,-4.239,139.0,0.775
Travie_McCoy,Travie McCoy,2,Travie_McCoy,69.0,0.71,0.755,0.0,0.1805,0.1568,-5.911,104.39,0.7885
Nicki_Minaj,Nicki Minaj,15,Nicki_Minaj,72.93333333333334,0.7449333333333334,0.7127333333333336,1.3541999999999998e-05,0.24484666666666663,0.17825333333333335,-4.872200000000001,118.23493333333334,0.5578666666666667
Hayley_Williams,Hayley Williams,2,Hayley_Williams,72.0,0.628,0.8025,0.0,0.06575,0.07855000000000001,-3.697,110.497,0.41900000000000004
Iyaz,Iyaz,1,Iyaz,73.0,0.706,0.751,0.0,0.168,0.0708,-6.323,91.031,0.195
Neon_Trees,Neon Trees,2,Neon_Trees,76.5,0.4765,0.8785000000000001,0.0,0.33899999999999997,0.051750000000000004,-4.7585,151.5,0.7324999999999999
Young_Money,Young Money,1,Young_Money,71.0,0.733,0.664,0.0,0.191,0.295,-6.163,148.005,0.557
Far_East_Movement,Far East Movement,2,Far_East_Movement,69.5,0.5495,0.841,0.0,0.192,0.24755,-7.1205,110.459,0.5675
The_Cataracs,The Cataracs,1,The_Cataracs,71.0,0.435,0.837,0.0,0.117,0.449,-8.126,124.913,0.778
DEV,DEV,1,DEV,71.0,0.435,0.837,0.0,0.117,0.449,-8.126,124.913,0.778
Tyga,Tyga,5,Tyga,73.2,0.7903999999999999,0.5888,2.74e-07,0.10804,0.07406,-6.0272,93.0042,0.45360000000000006
Kevin_McCall,Kevin McCall,1,Kevin_McCall,71.0,0.692,0.736,0.0,0.0787,0.11,-5.109,73.987,0.217
Cali_Swag_District,Cali Swag District,1,Cali_Swag_District,71.0,0.846,0.438,9.43e-05,0.0939,0.141,-4.981,85.013,0.512
Aloe_Blacc,Aloe Blacc,2,Aloe_Blacc,72.0,0.821,0.563,0.0,0.10314999999999999,0.05255,-6.652,97.749,0.6655
Shontelle,Shontelle,1,Shontelle,69.0,0.6,0.624,0.0,0.125,0.0334,-3.631,90.036,0.529
Ellie_Goulding,Ellie Goulding,8,Ellie_Goulding,73.125,0.55575,0.706,0.004983775,0.18662499999999999,0.043325,-6.170875,127.5685,0.46787499999999993
The_Band_Perry,The Band Perry,2,The_Band_Perry,68.0,0.606,0.497,0.0,0.275,0.0277,-6.611,130.739,0.362
Edward_Maya,Edward Maya,1,Edward_Maya,68.0,0.799,0.783,0.0186,0.0757,0.0322,-3.896,127.041,0.586
Vika_Jigulina,Vika Jigulina,1,Vika_Jigulina,68.0,0.799,0.783,0.0186,0.0757,0.0322,-3.896,127.041,0.586
Mr_Hudson,Mr Hudson,1,Mr_Hudson,67.0,0.637,0.69,0.0,0.211,0.0693,-3.214,140.329,0.103
Rivers_Cuomo,Rivers Cuomo,1,Rivers_Cuomo,66.0,0.549,0.932,0.0,0.347,0.343,-4.11,82.439,0.787
Matt_Squire,Matt Squire,1,Matt_Squire,66.0,0.607,0.805,0.0,0.231,0.0608,-5.579,139.894,0.232
INNA,INNA,1,INNA,66.0,0.816,0.94,0.444,0.431,0.28,-6.079,128.0,0.596
Lady_A,Lady A,2,Lady_A,64.5,0.587,0.6779999999999999,9.3e-05,0.1714,0.03125,-5.1295,125.3825,0.324
Yolanda_Be_Cool,Yolanda Be Cool,1,Yolanda_Be_Cool,65.0,0.902,0.805,0.0823,0.0914,0.0468,-5.003,124.985,0.745
DCup,DCup,1,DCup,65.0,0.902,0.805,0.0823,0.0914,0.0468,-5.003,124.985,0.745
Sugarland,Sugarland,1,Sugarland,65.0,0.702,0.795,0.0,0.0505,0.0568,-4.764,83.961,0.836
CeeLo_Green,CeeLo Green,1,CeeLo_Green,65.0,0.696,0.875,0.0,0.159,0.0649,-3.682,127.39,0.772
DJ_Fresh,DJ Fresh,1,DJ_Fresh,64.0,0.451,0.948,0.0,0.392,0.147,-0.74,176.985,0.295
Example,Example,3,Example,64.0,0.5946666666666666,0.8816666666666667,0.00054,0.35026666666666667,0.06186666666666666,-4.199666666666666,126.99333333333334,0.472
Adam_Lambert,Adam Lambert,1,Adam_Lambert,64.0,0.44,0.683,0.0,0.0593,0.0489,-4.732,185.948,0.445
Swedish_House_Mafia,Swedish House Mafia,3,Swedish_House_Mafia,72.0,0.6403333333333334,0.762,0.27499999999999997,0.11296666666666666,0.045033333333333335,-5.768999999999999,126.98233333333333,0.48666666666666664
Take_That,Take That,1,Take_That,62.0,0.514,0.83,1.43e-06,0.122,0.044,-6.077,100.631,0.138
K'NAAN,K'NAAN,1,K'NAAN,60.0,0.625,0.699,0.0,0.238,0.0729,-6.416,75.974,0.717
Robyn,Robyn,1,Robyn,60.0,0.573,0.926,0.0117,0.127,0.0342,-6.045,117.047,0.219
Waka_Flocka_Flame,Waka Flocka Flame,2,Waka_Flocka_Flame,69.0,0.76,0.595,0.0,0.241,0.0391,-6.366,131.497,0.361
Roscoe_Dash,Roscoe Dash,2,Roscoe_Dash,69.0,0.76,0.595,0.0,0.241,0.0391,-6.366,131.497,0.361
Wale,Wale,3,Wale,67.66666666666667,0.7756666666666666,0.6306666666666666,0.0,0.19766666666666666,0.05100000000000001,-6.442,125.67733333333335,0.38966666666666666
Tim_Berg,Tim Berg,1,Tim_Berg,58.0,0.681,0.804,0.899,0.149,0.041,-8.901,126.016,0.0377
Avicii,Avicii,11,Avicii,76.9090909090909,0.6073636363636364,0.7805454545454545,0.1622303909090909,0.16533636363636364,0.0486,-5.538,122.55663636363637,0.480609090909091
Glee_Cast,Glee Cast,1,Glee_Cast,58.0,0.473,0.604,0.0,0.103,0.0337,-4.034,123.848,0.271
The_Wanted,The Wanted,3,The_Wanted,68.33333333333333,0.6829999999999999,0.7333333333333334,0.0,0.22830000000000003,0.0708,-5.034666666666666,129.672,0.6396666666666667
The_Saturdays,The Saturdays,1,The_Saturdays,54.0,0.639,0.862,6.81e-06,0.264,0.0341,-3.292,117.011,0.596
DJ_Khaled,DJ Khaled,2,DJ_Khaled,63.5,0.47850000000000004,0.794,0.0,0.396,0.2535,-3.5575,149.715,0.35750000000000004
Rick_Ross,Rick Ross,4,Rick_Ross,70.5,0.6225,0.6797500000000001,0.0,0.252575,0.14850000000000002,-3.863,135.48450000000003,0.3155
Kris_Allen,Kris Allen,1,Kris_Allen,52.0,0.589,0.893,0.0,0.343,0.0397,-2.948,92.011,0.94
LMFAO,LMFAO,3,LMFAO,66.66666666666667,0.7213333333333333,0.8163333333333332,0.0,0.216,0.258,-4.22,130.01166666666666,0.6496666666666666
Lauren_Bennett,Lauren Bennett,1,Lauren_Bennett,70.0,0.75,0.727,0.0,0.266,0.142,-4.21,129.993,0.359
GoonRock,GoonRock,1,GoonRock,70.0,0.75,0.727,0.0,0.266,0.142,-4.21,129.993,0.359
Miguel,Miguel,4,Miguel,79.0,0.6625000000000001,0.5742499999999999,0.000136425,0.22265000000000001,0.1336,-7.851500000000001,126.50524999999999,0.34775
Foster_The_People,Foster The People,2,Foster_The_People,78.5,0.6855,0.724,0.057692,0.3923,0.0292,-5.4125,112.49799999999999,0.8109999999999999
AFROJACK,AFROJACK,1,AFROJACK,85.0,0.671,0.939,0.0,0.298,0.161,-3.206,129.024,0.53
Nayer,Nayer,1,Nayer,85.0,0.671,0.939,0.0,0.298,0.161,-3.206,129.024,0.53
Christina_Perri,Christina Perri,5,Christina_Perri,77.6,0.4102,0.41159999999999997,0.0007052,0.11279999999999998,0.029700000000000004,-6.9525999999999994,127.0866,0.16492
Adam_Levine,Adam Levine,2,Adam_Levine,81.5,0.5775,0.7330000000000001,0.0,0.15610000000000002,0.0827,-4.5009999999999994,104.2015,0.673
GROUPLOVE,GROUPLOVE,1,GROUPLOVE,80.0,0.56,0.936,0.0,0.161,0.0439,-5.835,112.96,0.371
Wiz_Khalifa,Wiz Khalifa,7,Wiz_Khalifa,75.0,0.6307142857142857,0.7455714285714284,1.4714285714285716e-07,0.23067142857142858,0.17662857142857144,-5.388142857142857,130.78985714285713,0.5392857142857144
Eric_Church,Eric Church,1,Eric_Church,77.0,0.692,0.809,9.77e-05,0.185,0.0255,-5.935,104.023,0.927
Ed_Sheeran,Ed Sheeran,19,Ed_Sheeran,71.84210526315789,0.681421052631579,0.5607315789473685,2.694263157894737e-05,0.18771578947368422,0.08443157894736841,-6.933157894736843,103.04405263157895,0.5400526315789472
Birdy,Birdy,2,Birdy,67.5,0.4265,0.49849999999999994,0.00053,0.14,0.038149999999999996,-6.509499999999999,124.851,0.1965
Mac_Miller,Mac Miller,3,Mac_Miller,74.33333333333333,0.627,0.7840000000000001,0.0006233333333333333,0.18733333333333335,0.14733333333333332,-5.428333333333334,101.90866666666666,0.6126666666666667
M83,M83,1,M83,74.0,0.526,0.712,0.0,0.179,0.0356,-6.525,105.009,0.32
Cory_Gunz,Cory Gunz,1,Cory_Gunz,73.0,0.364,0.752,0.0,0.318,0.304,-5.429,79.119,0.606
Sabi,Sabi,1,Sabi,72.0,0.668,0.857,6.71e-06,0.0385,0.0535,-2.944,131.959,0.748
Skylar_Grey,Skylar Grey,3,Skylar_Grey,74.0,0.5723333333333334,0.8596666666666666,8.633333333333333e-06,0.23933333333333331,0.23240000000000002,-3.8560000000000003,154.607,0.3283333333333333
Hot_Chelle_Rae,Hot Chelle Rae,1,Hot_Chelle_Rae,72.0,0.686,0.783,0.0,0.163,0.119,-4.977,99.978,0.814
Diddy_-_Dirty_Money,Diddy - Dirty Money,1,Diddy_-_Dirty_Money,70.0,0.392,0.839,0.0,0.3,0.193,-1.921,168.001,0.232
Bad_Meets_Evil,Bad Meets Evil,1,Bad_Meets_Evil,70.0,0.676,0.695,0.0,0.119,0.245,-8.327,90.268,0.144
Ryan_Tedder,Ryan Tedder,1,Ryan_Tedder,68.0,0.664,0.845,0.0,0.267,0.0461,-6.115,96.005,0.357
Ruff_Loaderz,Ruff Loaderz,1,Ruff_Loaderz,68.0,0.664,0.845,0.0,0.267,0.0461,-6.115,96.005,0.357
DJ_Frank_E,DJ Frank E,1,DJ_Frank_E,67.0,0.648,0.89,3.58e-06,0.116,0.0523,-3.982,125.953,0.321
Lykke_Li,Lykke Li,1,Lykke_Li,66.0,0.785,0.7,0.00251,0.0823,0.0406,-5.81,122.031,0.296
The_Magician,The Magician,1,The_Magician,66.0,0.785,0.7,0.00251,0.0823,0.0406,-5.81,122.031,0.296
Blake_Shelton,Blake Shelton,1,Blake_Shelton,66.0,0.481,0.849,1.49e-06,0.121,0.0385,-5.131,205.57,0.723
Chase_&_Status,Chase & Status,1,Chase_&_Status,65.0,0.45,0.846,0.0,0.228,0.0472,-4.712,140.042,0.402
Liam_Bailey,Liam Bailey,1,Liam_Bailey,65.0,0.45,0.846,0.0,0.228,0.0472,-4.712,140.042,0.402
Jessie_J,Jessie J,3,Jessie_J,70.66666666666667,0.7003333333333334,0.7213333333333334,1.02e-06,0.23383333333333334,0.10283333333333333,-3.9779999999999998,150.681,0.743
Olly_Murs,Olly Murs,5,Olly_Murs,66.4,0.7192000000000001,0.8480000000000001,1.7459999999999999e-06,0.1157,0.049839999999999995,-4.6240000000000006,115.526,0.7550000000000001
Rizzle_Kicks,Rizzle Kicks,2,Rizzle_Kicks,60.5,0.798,0.8805000000000001,0.0,0.15825,0.06935,-4.32,112.839,0.835
Labrinth,Labrinth,3,Labrinth,69.66666666666667,0.5133333333333333,0.5103333333333334,0.0,0.16233333333333333,0.0599,-6.257666666666666,117.931,0.19999999999999998
Tinie_Tempah,Tinie Tempah,2,Tinie_Tempah,61.0,0.6025,0.871,3.12e-05,0.16425,0.0757,-4.0705,140.56650000000002,0.394
Charlene_Soraia,Charlene Soraia,1,Charlene_Soraia,60.0,0.597,0.115,0.000215,0.111,0.0334,-9.217,111.202,0.128
Alexandra_Stan,Alexandra Stan,1,Alexandra_Stan,60.0,0.732,0.925,0.000238,0.14,0.051,-4.165,127.012,0.782
Noah_And_The_Whale,Noah And The Whale,1,Noah_And_The_Whale,57.0,0.603,0.745,0.0,0.348,0.0368,-5.79,81.981,0.606
Carly_Rae_Jepsen,Carly Rae Jepsen,3,Carly_Rae_Jepsen,75.33333333333333,0.6543333333333333,0.7523333333333334,3.358666666666667e-05,0.25466666666666665,0.07416666666666667,-5.451666666666667,122.711,0.6426666666666666
fun.,fun.,2,fun.,72.5,0.525,0.688,7.205e-05,0.0888,0.0628,-6.310499999999999,146.012,0.5635
Janelle_Monáe,Janelle Monáe,1,Janelle_Monáe,75.0,0.378,0.638,7.66e-05,0.0849,0.075,-5.576,184.086,0.735
One_Direction,One Direction,11,One_Direction,79.18181818181819,0.6435454545454546,0.7076363636363636,0.0,0.1491090909090909,0.050763636363636365,-5.221636363636364,116.7968181818182,0.5670909090909091
Frank_Ocean,Frank Ocean,4,Frank_Ocean,83.0,0.72875,0.5705,0.0005222525,0.233825,0.110175,-6.686999999999999,129.22425,0.43925000000000003
John_Martin,John Martin,2,John_Martin,76.0,0.5485,0.782,0.0,0.08955,0.051500000000000004,-3.8890000000000002,128.5435,0.4355
James_Arthur,James Arthur,3,James_Arthur,83.0,0.47666666666666674,0.5983333333333333,0.0,0.09803333333333335,0.06706666666666666,-6.114666666666667,120.84833333333331,0.425
The_Lumineers,The Lumineers,3,The_Lumineers,78.33333333333333,0.678,0.5016666666666666,0.00012237333333333332,0.08956666666666667,0.0295,-8.222333333333333,78.63166666666667,0.42399999999999993
Gotye,Gotye,1,Gotye,77.0,0.864,0.495,0.000133,0.0992,0.037,-7.036,129.062,0.72
Kimbra,Kimbra,1,Kimbra,77.0,0.864,0.495,0.000133,0.0992,0.037,-7.036,129.062,0.72
Phillip_Phillips,Phillip Phillips,3,Phillip_Phillips,74.0,0.6253333333333333,0.7646666666666667,1.04e-05,0.116,0.033133333333333334,-6.0136666666666665,120.02733333333333,0.38166666666666665
PSY,PSY,1,PSY,75.0,0.727,0.937,0.0,0.091,0.286,-2.871,132.067,0.749
MARINA,MARINA,2,MARINA,72.5,0.675,0.7929999999999999,0.0,0.1001,0.04215,-3.6834999999999996,134.01500000000001,0.638
alt-J,alt-J,1,alt-J,74.0,0.615,0.658,0.000911,0.205,0.0343,-7.299,150.093,0.293
Demi_Lovato,Demi Lovato,7,Demi_Lovato,73.57142857142857,0.6301428571428571,0.6731428571428572,2.4514285714285712e-05,0.19128571428571428,0.07554285714285713,-5.010142857142857,131.4174285714286,0.5218571428571429
Big_Sean,Big Sean,4,Big_Sean,74.0,0.71275,0.71175,1.45e-05,0.238325,0.15610000000000002,-5.335500000000001,119.6685,0.5765
Pusha_T,Pusha T,1,Pusha_T,73.0,0.563,0.496,5.8e-05,0.173,0.406,-9.381,139.993,0.426
2_Chainz,2 Chainz,5,2_Chainz,71.6,0.6998,0.679,1.16e-05,0.18988,0.3094,-7.0958,121.71779999999998,0.633
Lana_Del_Rey,Lana Del Rey,6,Lana_Del_Rey,74.33333333333333,0.506,0.5660000000000002,0.002333755,0.16573333333333332,0.04128333333333333,-8.8215,118.47066666666666,0.26130000000000003
Icona_Pop,Icona Pop,2,Icona_Pop,72.0,0.711,0.906,1.64e-05,0.153,0.0284,-2.671,125.916,0.824
Charli_XCX,Charli XCX,3,Charli_XCX,71.0,0.778,0.8426666666666667,1.0933333333333333e-05,0.11836666666666666,0.042166666666666665,-3.161,115.60433333333333,0.6749999999999999
Disclosure,Disclosure,3,Disclosure,72.0,0.786,0.6233333333333334,0.00012866666666666666,0.0793,0.10359999999999998,-6.495,126.652,0.47800000000000004
Sam_Smith,Sam Smith,12,Sam_Smith,75.83333333333333,0.6399166666666666,0.5740833333333334,6.761916666666666e-05,0.14215833333333333,0.07001666666666666,-6.4128333333333325,110.39108333333336,0.3990833333333333
Of_Monsters_and_Men,Of Monsters and Men,2,Of_Monsters_and_Men,76.0,0.40800000000000003,0.7030000000000001,0.0062,0.10074999999999999,0.03345,-6.118499999999999,107.33500000000001,0.275
Skrillex,Skrillex,2,Skrillex,73.5,0.574,0.8765000000000001,1.8205e-05,0.19795000000000001,0.12635000000000002,-3.17,124.72899999999998,0.38649999999999995
Sirah,Sirah,1,Sirah,71.0,0.716,0.972,3.22e-05,0.317,0.196,-2.302,110.026,0.576
Azealia_Banks,Azealia Banks,1,Azealia_Banks,71.0,0.846,0.772,0.000106,0.0769,0.259,-5.735,125.998,0.622
Lazy_Jay,Lazy Jay,1,Lazy_Jay,71.0,0.846,0.772,0.000106,0.0769,0.259,-5.735,125.998,0.622
Imagine_Dragons,Imagine Dragons,9,Imagine_Dragons,78.88888888888889,0.6114444444444443,0.7731111111111111,0.01492917,0.25677777777777777,0.09375555555555555,-4.639555555555556,125.35022222222223,0.5282222222222223
Kendrick_Lamar,Kendrick Lamar,16,Kendrick_Lamar,76.1875,0.740125,0.6351875,4.934437499999999e-05,0.179375,0.19581874999999999,-6.1235,128.18018750000002,0.477875
Emeli_Sandé,Emeli Sandé,1,Emeli_Sandé,71.0,0.561,0.522,0.0,0.104,0.0318,-5.857,83.962,0.238
Otto_Knows,Otto Knows,1,Otto_Knows,69.0,0.582,0.894,0.0223,0.0664,0.041,-6.298,125.946,0.0694
MC_Eiht,MC Eiht,1,MC_Eiht,70.0,0.487,0.729,4.07e-06,0.44,0.271,-6.815,91.048,0.217
ScHoolboy_Q,ScHoolboy Q,4,ScHoolboy_Q,73.5,0.7405,0.70475,2.485e-06,0.14652500000000002,0.0799,-6.26975,123.68,0.40775
A$AP_Rocky,A$AP Rocky,2,A$AP_Rocky,73.5,0.7495,0.7384999999999999,0.0,0.09104999999999999,0.1915,-7.1705000000000005,111.90299999999999,0.4205
Grimes,Grimes,1,Grimes,69.0,0.697,0.529,0.896,0.0895,0.0338,-8.838,155.974,0.486
Asaf_Avidan,Asaf Avidan,1,Asaf_Avidan,69.0,0.826,0.668,6.92e-05,0.167,0.0571,-6.329,118.99,0.534
The_Mojos,The Mojos,1,The_Mojos,69.0,0.826,0.668,6.92e-05,0.167,0.0571,-6.329,118.99,0.534
Wankelmut,Wankelmut,1,Wankelmut,69.0,0.826,0.668,6.92e-05,0.167,0.0571,-6.329,118.99,0.534
Guy_Sebastian,Guy Sebastian,1,Guy_Sebastian,68.0,0.517,0.811,0.0,0.105,0.286,-4.526,168.269,0.494
Passion_Pit,Passion Pit,1,Passion_Pit,68.0,0.566,0.755,0.0,0.315,0.0368,-5.526,101.006,0.445
Little_Mix,Little Mix,3,Little_Mix,72.66666666666667,0.7636666666666666,0.8333333333333334,3.2596666666666666e-05,0.2363333333333333,0.09133333333333334,-4.241,117.65566666666666,0.738
Michel_Teló,Michel Teló,1,Michel_Teló,66.0,0.65,0.946,0.0,0.979,0.0981,-5.326,96.033,0.669
Lorde,Lorde,6,Lorde,66.16666666666667,0.6616666666666665,0.5006666666666667,1.8925000000000003e-05,0.20831666666666668,0.10525,-8.807833333333333,96.2305,0.4496666666666667
The_Neighbourhood,The Neighbourhood,3,The_Neighbourhood,90.33333333333333,0.604,0.7116666666666668,0.06146666666666666,0.10833333333333334,0.03336666666666666,-5.027,111.03933333333333,0.37766666666666665
Tom_Odell,Tom Odell,2,Tom_Odell,92.0,0.445,0.537,1.65e-05,0.0944,0.04,-8.532,122.769,0.131
Future,Future,7,Future,78.0,0.7668571428571429,0.5405714285714286,0.043414285714285704,0.1925142857142857,0.24232857142857142,-7.07757142857143,140.3247142857143,0.44342857142857145
Capital_Cities,Capital Cities,1,Capital_Cities,85.0,0.655,0.819,0.00374,0.104,0.0316,-4.852,117.956,0.766
Nate_Ruess,Nate Ruess,1,Nate_Ruess,84.0,0.778,0.547,0.000302,0.132,0.0489,-7.273,95.002,0.441
